8504078,Le Pâquier-Montbarry,0,0,0,0,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0
8504079,La Tour-de-Trême,0,0,0,0,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0
8504086,Bulle,0,0,0,0,1,2,4,5,3,4,4,5,6,5,4,5,4,5,4,4,2,1,0,0,0,0,0,0,1,2,4,4,4,4,4,5,6,5,4,5,4,5,4,4,2,1,0,0
8504088,Broc-Village,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
8504089,Broc-Fabrique,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
8504100,Fribourg,1,0,0,0,0,7,16,16,14,14,14,16,14,16,14,16,16,18,18,14,13,10,10,6,1,0,0,0,0,6,15,16,14,14,14,16,14,16,14,16,16,18,18,14,13,10,10,8
8504101,Düdingen,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2
8504102,Schmitten,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2
8504103,Flamatt,1,0,0,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,4,4,4,1,0,0,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,4,4,4
8504104,Thörishaus Station,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
8504105,Niederwangen,0,0,0,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,4,4,4,0,0,0,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,4,4,4
8504106,Bern Bümpliz Süd,0,0,0,0,0,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,4,4,4,0,0,0,0,0,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,4,4,4
8504108,Bern Ausserholligen SBB,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
